Date,SYMBOL,COMPANY,PRICE,IDX WT %,VOLUME
2024-01-24,FFC,Fauji Fertilizer Company Limited,117.7,5.544511213592112,
2024-01-24,HBL,Habib Bank Limited,115.73,4.57138772957734,
2024-01-24,HUBC,The Hub Power Company Limited,117.19,7.675367034481021,
2024-01-24,KAPCO,Kot Addu Power Company.,29.98,0.9208980587878366,
2024-01-24,LUCK,Lucky Cement Limited.,750.17,4.43919511185292,
2024-01-24,MARI,Mari Petroleum Company Ltd.,2497.21,4.485436323586485,
2024-01-24,MCB,MCB Bank Limited,178.23,4.976738930223843,
2024-01-24,MEBL,Meezan Bank Limited,169.73,5.116951072982507,
2024-01-24,MLCF,Maple Leaf Cement Factory Ltd.,38.79,1.261327298835523,
2024-01-24,MTL,Millat Tractors Limited,536.78,3.118954925286038,
2024-01-24,OGDC,Oil & Gas Development Company Limited,145.87,6.335415763768654,
2024-01-24,PIOC,Pioneer Cement Limited,118.07,0.8124902859398931,
2024-01-24,POL,Pakistan Oilfields Limited,439.98,3.84661213375205,
2024-01-24,PPL,Pakistan Petroleum Limited.,127.7,5.742804349676748,
2024-01-24,PSO,Pakistan State Oil Co Ltd.,181.16,2.57656670232369,
2024-01-24,SNGP,Sui Northern Gas Pipelines Limited,73.39,1.410076636605075,
2024-01-24,SYS,Systems Limited,409.85,4.822148534667377,
2024-01-24,TRG,TRG Pakistan Ltd.,79.07,2.032231345838024,
2024-01-24,UBL,United Bank Limited,184.8,6.092040663045624,
2024-01-25,APL,Attock Petroleum Limited,423.29,0.8948568771008393,
2024-01-25,ATRL,Attock Refinery Limited,326.83,0.9473372982428788,
2024-01-25,AVN,Avanceon Limited.,53.05,0.4070405796636258,
2024-01-25,BAFL,Bank Alfalah Limited,50.31,2.426852173971191,
2024-01-25,BAHL,Bank Al-Habib Ltd.,87.19,4.281142524149433,
2024-01-25,CHCC,Cherat Cement Company Limited,157.57,1.248492172488784,
2024-01-25,DGKC,D. G. Khan Cement Co. Ltd.,75.92,1.130362487951218,
2024-01-25,EFERT,Engro Fertilizers Limited,129.39,5.284345450303579,
2024-01-25,ENGRO,Engro Corporation Limited.,332.41,6.061994003224254,
2024-01-25,EPCL,Engro Polymer & Chemicals Ltd.,48.87,0.754760090302301,
2024-01-25,FCCL,Fauji Cement Company Limited,18.82,1.098139440583809,
2024-01-25,FFC,Fauji Fertilizer Company Limited,118.05,5.614310875691359,
2024-01-25,HBL,Habib Bank Limited,115.84,4.619599396715662,
2024-01-25,HUBC,The Hub Power Company Limited,115.84,7.659683222393281,
2024-01-25,KAPCO,Kot Addu Power Company.,29.66,0.9198028219902836,
2024-01-25,LUCK,Lucky Cement Limited.,749.67,4.478765612004324,
2024-01-25,MARI,Mari Petroleum Company Ltd.,2534.66,4.596349066999893,
2024-01-25,MCB,MCB Bank Limited,177.78,5.01176404227171,
2024-01-25,MEBL,Meezan Bank Limited,172.92,5.263099033278779,
2024-01-25,MLCF,Maple Leaf Cement Factory Ltd.,38.87,1.276045670283751,
2024-01-25,MTL,Millat Tractors Limited,533.11,3.127326777471256,
2024-01-25,OGDC,Oil & Gas Development Company Limited,135.31,5.933114012589168,
2024-01-25,PIOC,Pioneer Cement Limited,118.83,0.8255594882746182,
2024-01-25,POL,Pakistan Oilfields Limited,440.09,3.884459736167593,
2024-01-25,PPL,Pakistan Petroleum Limited.,118.28,5.370170830201237,
2024-01-25,PSO,Pakistan State Oil Co Ltd.,176.84,2.539237049749565,
2024-01-25,SNGP,Sui Northern Gas Pipelines Limited,71.55,1.387903047166316,
2024-01-25,SYS,Systems Limited,405.87,4.821101309193897,
2024-01-25,TRG,TRG Pakistan Ltd.,76.92,1.995925581768575,
2024-01-25,UBL,United Bank Limited,184.5,6.14045932780682,
2024-01-26,APL,Attock Petroleum Limited,421.34,0.8975436507207242,
2024-01-26,ATRL,Attock Refinery Limited,324.76,0.948533277745833,
2024-01-26,AVN,Avanceon Limited.,51.89,0.4011837257028291,
2024-01-26,BAFL,Bank Alfalah Limited,49.8,2.42061469364437,
2024-01-26,BAHL,Bank Al-Habib Ltd.,85.81,4.245591716000438,
2024-01-26,CHCC,Cherat Cement Company Limited,157.72,1.259233804469812,
2024-01-26,DGKC,D. G. Khan Cement Co. Ltd.,75.18,1.127901502747935,
2024-01-26,EFERT,Engro Fertilizers Limited,128.38,5.283177182385145,
2024-01-26,ENGRO,Engro Corporation Limited.,329.07,6.046959083229147,
2024-01-26,EPCL,Engro Polymer & Chemicals Ltd.,48.97,0.7620860456288331,
2024-01-26,FCCL,Fauji Cement Company Limited,18.5,1.087719503712326,
2024-01-26,FFC,Fauji Fertilizer Company Limited,115.16,5.518733699934636,
2024-01-26,HBL,Habib Bank Limited,114.0,4.580975141765069,
2024-01-26,HUBC,The Hub Power Company Limited,114.96,7.659604260828598,
2024-01-26,KAPCO,Kot Addu Power Company.,29.71,0.9283966388287668,
2024-01-26,LUCK,Lucky Cement Limited.,743.72,4.477184386650966,
2024-01-26,MARI,Mari Petroleum Company Ltd.,2452.37,4.481120306240662,
2024-01-26,MCB,MCB Bank Limited,177.88,5.052916848397889,
2024-01-26,MEBL,Meezan Bank Limited,170.35,5.224512465601456,
2024-01-26,MLCF,Maple Leaf Cement Factory Ltd.,38.51,1.273891714528503,
2024-01-26,MTL,Millat Tractors Limited,534.19,3.157617388029789,
2024-01-26,OGDC,Oil & Gas Development Company Limited,141.37,6.246221409682514,
2024-01-26,PIOC,Pioneer Cement Limited,116.43,0.8150692149260452,
2024-01-26,POL,Pakistan Oilfields Limited,437.82,3.89396494167366,
2024-01-26,PPL,Pakistan Petroleum Limited.,118.3,5.412137811573755,
2024-01-26,PSO,Pakistan State Oil Co Ltd.,174.38,2.523055070794126,
2024-01-26,SNGP,Sui Northern Gas Pipelines Limited,70.51,1.378185011848679,
2024-01-26,SYS,Systems Limited,400.18,4.78985098838255,
2024-01-26,TRG,TRG Pakistan Ltd.,75.06,1.96255097446417,
2024-01-26,UBL,United Bank Limited,183.19,6.143467539860776,
2024-01-29,APL,Attock Petroleum Limited,416.12,0.902703463618728,
2024-01-29,ATRL,Attock Refinery Limited,321.27,0.9555729412924084,
2024-01-29,AVN,Avanceon Limited.,51.63,0.4065045326648214,
2024-01-29,BAFL,Bank Alfalah Limited,48.63,2.40715592522307,
2024-01-29,BAHL,Bank Al-Habib Ltd.,86.95,4.381002918400655,
2024-01-29,CHCC,Cherat Cement Company Limited,157.91,1.283904940239392,
2024-01-29,DGKC,D. G. Khan Cement Co. Ltd.,73.62,1.124781845212436,
2024-01-29,EFERT,Engro Fertilizers Limited,123.07,5.157671004067978,
2024-01-29,ENGRO,Engro Corporation Limited.,322.67,6.038248174353454,
2024-01-29,EPCL,Engro Polymer & Chemicals Ltd.,49.09,0.7779838262702266,
2024-01-29,FCCL,Fauji Cement Company Limited,18.19,1.089134505543581,
2024-01-29,FFC,Fauji Fertilizer Company Limited,113.96,5.561524483383172,
2024-01-29,HBL,Habib Bank Limited,112.03,4.584490220571784,
2024-01-29,HUBC,The Hub Power Company Limited,113.12,7.675428038330773,
2024-01-29,KAPCO,Kot Addu Power Company.,29.6,0.9419465278968342,
2024-01-29,LUCK,Lucky Cement Limited.,740.46,4.539424042738497,
2024-01-29,MARI,Mari Petroleum Company Ltd.,2353.16,4.37880592783579,
2024-01-29,MCB,MCB Bank Limited,175.67,5.081784718018264,
2024-01-29,MEBL,Meezan Bank Limited,166.39,5.196781826408079,
2024-01-29,MLCF,Maple Leaf Cement Factory Ltd.,38.04,1.281454331725291,
2024-01-29,MTL,Millat Tractors Limited,522.9,3.147647017112005,
2024-01-29,OGDC,Oil & Gas Development Company Limited,137.61,6.191754697918314,
2024-01-29,PIOC,Pioneer Cement Limited,115.4,0.8226953307309748,
2024-01-29,POL,Pakistan Oilfields Limited,437.66,3.964029952744845,
2024-01-29,PPL,Pakistan Petroleum Limited.,113.68,5.296290498310074,
2024-01-29,PSO,Pakistan State Oil Co Ltd.,167.61,2.469639789343884,
2024-01-29,SNGP,Sui Northern Gas Pipelines Limited,68.16,1.35671935436589,
2024-01-29,SYS,Systems Limited,392.95,4.78969155648865,
2024-01-29,TRG,TRG Pakistan Ltd.,73.14,1.947470880232618,
2024-01-29,UBL,United Bank Limited,182.94,6.247756728957513,
2024-01-30,APL,Attock Petroleum Limited,407.19,0.8948601304276704,
2024-01-30,ATRL,Attock Refinery Limited,308.55,0.9297169676668684,
2024-01-30,AVN,Avanceon Limited.,50.09,0.3995267249861961,
2024-01-30,BAFL,Bank Alfalah Limited,48.97,2.455622440641327,
2024-01-30,BAHL,Bank Al-Habib Ltd.,86.72,4.426441831687702,
2024-01-30,CHCC,Cherat Cement Company Limited,155.01,1.27677534830035,
2024-01-30,DGKC,D. G. Khan Cement Co. Ltd.,70.26,1.087457183331368,
2024-01-30,EFERT,Engro Fertilizers Limited,121.85,5.173190901967742,
2024-01-30,ENGRO,Engro Corporation Limited.,313.41,5.941508943977619,
2024-01-30,EPCL,Engro Polymer & Chemicals Ltd.,48.02,0.7709589032874488,
2024-01-30,FCCL,Fauji Cement Company Limited,17.87,1.083939161152915,
2024-01-30,FFC,Fauji Fertilizer Company Limited,112.84,5.578738781509685,
2024-01-30,HBL,Habib Bank Limited,111.05,4.603697865273875,
2024-01-30,HUBC,The Hub Power Company Limited,113.68,7.814097195639315,
2024-01-30,KAPCO,Kot Addu Power Company.,29.27,0.9436018792271154,
2024-01-30,LUCK,Lucky Cement Limited.,733.26,4.553954440644223,
2024-01-30,MARI,Mari Petroleum Company Ltd.,2292.08,4.320813763569753,
2024-01-30,MCB,MCB Bank Limited,178.21,5.222545928071442,
2024-01-30,MEBL,Meezan Bank Limited,160.6,5.081411192106344,
2024-01-30,MLCF,Maple Leaf Cement Factory Ltd.,38.0,1.296814201856796,
2024-01-30,MTL,Millat Tractors Limited,518.27,3.160494134305697,
2024-01-30,OGDC,Oil & Gas Development Company Limited,134.28,6.120777834275507,
2024-01-30,PIOC,Pioneer Cement Limited,113.18,0.8173996536759293,
2024-01-30,POL,Pakistan Oilfields Limited,435.71,3.997874300629213,
2024-01-30,PPL,Pakistan Petroleum Limited.,113.89,5.375326665864591,
2024-01-30,PSO,Pakistan State Oil Co Ltd.,161.99,2.41798403524502,
2024-01-30,SNGP,Sui Northern Gas Pipelines Limited,65.18,1.314335780649317,
2024-01-30,SYS,Systems Limited,392.59,4.847759019361708,
2024-01-30,TRG,TRG Pakistan Ltd.,69.03,1.862024650418378,
2024-01-30,UBL,United Bank Limited,180.08,6.230350140248886,
2024-01-31,APL,Attock Petroleum Limited,401.04,0.8779401954342748,
2024-01-31,ATRL,Attock Refinery Limited,310.73,0.9326690768209644,
2024-01-31,AVN,Avanceon Limited.,50.64,0.4023534105410133,
2024-01-31,BAFL,Bank Alfalah Limited,50.49,2.522063671943964,
2024-01-31,BAHL,Bank Al-Habib Ltd.,86.07,4.37629391294515,
2024-01-31,CHCC,Cherat Cement Company Limited,152.54,1.251577367099507,
2024-01-31,DGKC,D. G. Khan Cement Co. Ltd.,71.18,1.097441024592319,
2024-01-31,EFERT,Engro Fertilizers Limited,122.13,5.16504982183094,
2024-01-31,ENGRO,Engro Corporation Limited.,317.66,5.998817140629861,
2024-01-31,EPCL,Engro Polymer & Chemicals Ltd.,47.44,0.7587049878270383,
2024-01-31,FCCL,Fauji Cement Company Limited,17.87,1.079752189491402,
2024-01-31,FFC,Fauji Fertilizer Company Limited,113.47,5.58821607475439,
2024-01-31,HBL,Habib Bank Limited,111.18,4.591283465421934,
2024-01-31,HUBC,The Hub Power Company Limited,113.94,7.801716152613758,
2024-01-31,KAPCO,Kot Addu Power Company.,29.39,0.9438105924259118,
2024-01-31,LUCK,Lucky Cement Limited.,733.97,4.540756177461174,
2024-01-31,MARI,Mari Petroleum Company Ltd.,2259.73,4.243375980165085,
2024-01-31,MCB,MCB Bank Limited,179.05,5.226894200297403,
2024-01-31,MEBL,Meezan Bank Limited,161.12,5.078172373085407,
2024-01-31,MLCF,Maple Leaf Cement Factory Ltd.,38.12,1.295884333999174,
2024-01-31,MTL,Millat Tractors Limited,524.12,3.183822421642525,
2024-01-31,OGDC,Oil & Gas Development Company Limited,135.28,6.142541008728189,
2024-01-31,PIOC,Pioneer Cement Limited,112.72,0.8109329110069676,
2024-01-31,POL,Pakistan Oilfields Limited,437.57,3.999432144535438,
2024-01-31,PPL,Pakistan Petroleum Limited.,114.05,5.362085628767733,
2024-01-31,PSO,Pakistan State Oil Co Ltd.,163.64,2.433177999009916,
2024-01-31,SNGP,Sui Northern Gas Pipelines Limited,65.27,1.311066661181832,
2024-01-31,SYS,Systems Limited,393.55,4.840841833669372,
2024-01-31,TRG,TRG Pakistan Ltd.,69.55,1.868804509486432,
2024-01-31,UBL,United Bank Limited,182.06,6.274522732590922,
2024-02-01,APL,Attock Petroleum Limited,405.45,0.8794006202933344,
2024-02-01,ATRL,Attock Refinery Limited,324.29,0.9643843870562302,
2024-02-01,AVN,Avanceon Limited.,51.01,0.4015517609887929,
2024-02-01,BAFL,Bank Alfalah Limited,51.27,2.537384103053808,
2024-02-01,BAHL,Bank Al-Habib Ltd.,84.98,4.280984217573346,
2024-02-01,CHCC,Cherat Cement Company Limited,152.86,1.242624853244532,
2024-02-01,DGKC,D. G. Khan Cement Co. Ltd.,70.73,1.080436100347031,
2024-02-01,EFERT,Engro Fertilizers Limited,120.46,5.047394360436696,
2024-02-01,ENGRO,Engro Corporation Limited.,321.8,6.020899155889659,
2024-02-01,EPCL,Engro Polymer & Chemicals Ltd.,47.44,0.7517010562969513,
2024-02-01,FCCL,Fauji Cement Company Limited,17.88,1.070383181697191,
2024-02-01,FFC,Fauji Fertilizer Company Limited,113.94,5.559561923541974,
2024-02-01,HBL,Habib Bank Limited,111.72,4.570993308879115,
2024-02-01,HUBC,The Hub Power Company Limited,113.67,7.711378347579708,
2024-02-01,KAPCO,Kot Addu Power Company.,29.29,0.931916184363646,
2024-02-01,LUCK,Lucky Cement Limited.,727.13,4.456913012627012,
2024-02-01,MARI,Mari Petroleum Company Ltd.,2328.14,4.331479629475884,
2024-02-01,MCB,MCB Bank Limited,180.23,5.212771499389227,
2024-02-01,MEBL,Meezan Bank Limited,165.55,5.169629175290617,
2024-02-01,MLCF,Maple Leaf Cement Factory Ltd.,37.92,1.277185260082441,
2024-02-01,MTL,Millat Tractors Limited,534.51,3.216963701492592,
2024-02-01,OGDC,Oil & Gas Development Company Limited,144.26,6.489819517445831,
2024-02-01,PIOC,Pioneer Cement Limited,112.17,0.7995265451137226,
2024-02-01,POL,Pakistan Oilfields Limited,438.17,3.967945101423909,
2024-02-01,PPL,Pakistan Petroleum Limited.,115.8,5.394103014678621,
2024-02-01,PSO,Pakistan State Oil Co Ltd.,164.49,2.423238341657892,
2024-02-01,SNGP,Sui Northern Gas Pipelines Limited,65.62,1.305929127913817,
2024-02-01,SYS,Systems Limited,395.39,4.818577837472346,
2024-02-01,TRG,TRG Pakistan Ltd.,69.59,1.852617648381676,
2024-02-01,UBL,United Bank Limited,182.52,6.232307026312398,
2024-02-02,APL,Attock Petroleum Limited,409.73,0.8812541567104301,
2024-02-02,ATRL,Attock Refinery Limited,322.87,0.9521344075057896,
2024-02-02,AVN,Avanceon Limited.,51.92,0.405298360557355,
2024-02-02,BAFL,Bank Alfalah Limited,50.81,2.493595721091409,
2024-02-02,BAHL,Bank Al-Habib Ltd.,86.07,4.29964554781395,
2024-02-02,CHCC,Cherat Cement Company Limited,159.28,1.283989224940851,
2024-02-02,DGKC,D. G. Khan Cement Co. Ltd.,72.18,1.093367746257718,
2024-02-02,EFERT,Engro Fertilizers Limited,124.16,5.158934752001723,
2024-02-02,ENGRO,Engro Corporation Limited.,323.07,5.994126404116159,
2024-02-02,EPCL,Engro Polymer & Chemicals Ltd.,48.61,0.7638007019489069,
2024-02-02,FCCL,Fauji Cement Company Limited,18.05,1.071526510583607,
2024-02-02,FFC,Fauji Fertilizer Company Limited,113.86,5.509212042517637,
2024-02-02,HBL,Habib Bank Limited,111.87,4.538864821006101,
2024-02-02,HUBC,The Hub Power Company Limited,113.99,7.668437057941405,
2024-02-02,KAPCO,Kot Addu Power Company.,29.91,0.9436867283947408,
2024-02-02,LUCK,Lucky Cement Limited.,741.45,4.506692393825035,
2024-02-02,MARI,Mari Petroleum Company Ltd.,2238.84,4.130514901054207,
2024-02-02,MCB,MCB Bank Limited,184.04,5.278466649850494,
2024-02-02,MEBL,Meezan Bank Limited,167.84,5.197322059642568,
2024-02-02,MLCF,Maple Leaf Cement Factory Ltd.,38.69,1.292225332822957,
2024-02-02,MTL,Millat Tractors Limited,564.59,3.369593094318244,
2024-02-02,OGDC,Oil & Gas Development Company Limited,147.6,6.584563659078484,
2024-02-02,PIOC,Pioneer Cement Limited,113.24,0.8004053449250103,
2024-02-02,POL,Pakistan Oilfields Limited,438.06,3.933784511032189,
2024-02-02,PPL,Pakistan Petroleum Limited.,114.34,5.281567281536913,
2024-02-02,PSO,Pakistan State Oil Co Ltd.,164.48,2.402833513488504,
2024-02-02,SNGP,Sui Northern Gas Pipelines Limited,65.73,1.297182158688841,
2024-02-02,SYS,Systems Limited,397.5,4.803792973272918,
2024-02-02,TRG,TRG Pakistan Ltd.,71.16,1.878576355120312,
2024-02-02,UBL,United Bank Limited,182.65,6.184605587955541,
2024-02-06,APL,Attock Petroleum Limited,397.85,0.844915044712406,
2024-02-06,ATRL,Attock Refinery Limited,336.9,0.9809838170776024,
2024-02-06,AVN,Avanceon Limited.,52.52,0.4048136487062842,
2024-02-06,BAFL,Bank Alfalah Limited,50.99,2.470882691758682,
2024-02-06,BAHL,Bank Al-Habib Ltd.,87.71,4.326335837136274,
2024-02-06,CHCC,Cherat Cement Company Limited,160.96,1.281174723140055,
2024-02-06,DGKC,D. G. Khan Cement Co. Ltd.,74.08,1.108002194037775,
2024-02-06,EFERT,Engro Fertilizers Limited,126.41,5.186209169271998,
2024-02-06,ENGRO,Engro Corporation Limited.,323.07,5.91856147939773,
2024-02-06,EPCL,Engro Polymer & Chemicals Ltd.,48.63,0.7544821471366361,
2024-02-06,FCCL,Fauji Cement Company Limited,18.05,1.058018316954182,
2024-02-06,FFC,Fauji Fertilizer Company Limited,113.25,5.410616909570117,
2024-02-06,HBL,Habib Bank Limited,112.3,4.498871957127243,
2024-02-06,HUBC,The Hub Power Company Limited,114.1,7.579071674210591,
2024-02-06,KAPCO,Kot Addu Power Company.,29.84,0.9296094271783922,
2024-02-06,LUCK,Lucky Cement Limited.,749.49,4.498131581004163,
2024-02-06,MARI,Mari Petroleum Company Ltd.,2316.57,4.220042547403347,
2024-02-06,MCB,MCB Bank Limited,185.76,5.260633253428252,
2024-02-06,MEBL,Meezan Bank Limited,168.54,5.153204937159496,
2024-02-06,MLCF,Maple Leaf Cement Factory Ltd.,39.0,1.286158209432206,
2024-02-06,MTL,Millat Tractors Limited,563.14,3.318569523051432,
2024-02-06,OGDC,Oil & Gas Development Company Limited,155.57,6.852621761711139,
2024-02-06,PIOC,Pioneer Cement Limited,113.44,0.7917108620222707,
2024-02-06,POL,Pakistan Oilfields Limited,434.57,3.853248121297188,
2024-02-06,PPL,Pakistan Petroleum Limited.,120.36,5.489554156597783,
2024-02-06,PSO,Pakistan State Oil Co Ltd.,167.61,2.417690898207839,
2024-02-06,SNGP,Sui Northern Gas Pipelines Limited,68.51,1.335000929753991,
2024-02-06,SYS,Systems Limited,394.14,4.703140229646762,
2024-02-06,TRG,TRG Pakistan Ltd.,72.99,1.902595836827008,
2024-02-06,UBL,United Bank Limited,184.4,6.165148115041156,
2024-02-07,APL,Attock Petroleum Limited,399.97,0.845057842376527,
2024-02-07,ATRL,Attock Refinery Limited,335.53,0.9719804425396478,
2024-02-07,AVN,Avanceon Limited.,52.74,0.4044230427485808,
2024-02-07,BAFL,Bank Alfalah Limited,51.97,2.505446708528164,
2024-02-07,BAHL,Bank Al-Habib Ltd.,88.27,4.331612339134422,
2024-02-07,CHCC,Cherat Cement Company Limited,160.5,1.270956751805007,
2024-02-07,DGKC,D. G. Khan Cement Co. Ltd.,73.71,1.09680998493669,
2024-02-07,EFERT,Engro Fertilizers Limited,127.8,5.216326761980639,
2024-02-07,ENGRO,Engro Corporation Limited.,323.82,5.901855030426322,
2024-02-07,EPCL,Engro Polymer & Chemicals Ltd.,48.38,0.746751149480234,
2024-02-07,FCCL,Fauji Cement Company Limited,18.59,1.08407844063639,
2024-02-07,FFC,Fauji Fertilizer Company Limited,113.52,5.395681361592524,
2024-02-07,HBL,Habib Bank Limited,112.94,4.501290039856565,
2024-02-07,HUBC,The Hub Power Company Limited,117.43,7.760233126360551,
2024-02-07,KAPCO,Kot Addu Power Company.,29.85,0.9251483390728188,
2024-02-07,LUCK,Lucky Cement Limited.,755.32,4.509855581583372,
2024-02-07,MARI,Mari Petroleum Company Ltd.,2330.85,4.224264126419301,
2024-02-07,MCB,MCB Bank Limited,185.61,5.229408058335179,
2024-02-07,MEBL,Meezan Bank Limited,170.58,5.188811241782622,
2024-02-07,MLCF,Maple Leaf Cement Factory Ltd.,38.88,1.275620179587156,
2024-02-07,MTL,Millat Tractors Limited,561.44,3.291571037648318,
2024-02-07,OGDC,Oil & Gas Development Company Limited,150.67,6.602722349979629,
2024-02-07,PIOC,Pioneer Cement Limited,114.46,0.7947297388376267,
2024-02-07,POL,Pakistan Oilfields Limited,436.09,3.846880528989498,
2024-02-07,PPL,Pakistan Petroleum Limited.,121.27,5.502671791716097,
2024-02-07,PSO,Pakistan State Oil Co Ltd.,169.45,2.431687487964328,
2024-02-07,SNGP,Sui Northern Gas Pipelines Limited,69.55,1.34831098404073,
2024-02-07,SYS,Systems Limited,395.1,4.690398938828104,
2024-02-07,TRG,TRG Pakistan Ltd.,74.0,1.919023246737563,
2024-02-07,UBL,United Bank Limited,185.99,6.186393346075394,
2024-02-09,APL,Attock Petroleum Limited,389.48,0.8392591138872249,
2024-02-09,ATRL,Attock Refinery Limited,322.64,0.9532268459017628,
2024-02-09,AVN,Avanceon Limited.,50.88,0.3979190727208785,
2024-02-09,BAFL,Bank Alfalah Limited,50.85,2.500203140785426,
2024-02-09,BAHL,Bank Al-Habib Ltd.,87.61,4.38472158431105,
2024-02-09,CHCC,Cherat Cement Company Limited,155.46,1.255527661929722,
2024-02-09,DGKC,D. G. Khan Cement Co. Ltd.,70.69,1.072790335119958,
2024-02-09,EFERT,Engro Fertilizers Limited,124.81,5.195593974147075,
2024-02-09,ENGRO,Engro Corporation Limited.,316.16,5.876837447474625,
2024-02-09,EPCL,Engro Polymer & Chemicals Ltd.,47.67,0.7504246201013343,
2024-02-09,FCCL,Fauji Cement Company Limited,17.96,1.068167934018898,
2024-02-09,FFC,Fauji Fertilizer Company Limited,112.6,5.458385306550284,
2024-02-09,HBL,Habib Bank Limited,110.72,4.500566442014546,
2024-02-09,HUBC,The Hub Power Company Limited,115.78,7.803350939675098,
2024-02-09,KAPCO,Kot Addu Power Company.,29.46,0.9312186534784044,
2024-02-09,LUCK,Lucky Cement Limited.,747.01,4.548937315300943,
2024-02-09,MARI,Mari Petroleum Company Ltd.,2274.11,4.203393938425362,
2024-02-09,MCB,MCB Bank Limited,183.76,5.280244460033512,
2024-02-09,MEBL,Meezan Bank Limited,167.92,5.209476389996793,
2024-02-09,MLCF,Maple Leaf Cement Factory Ltd.,37.6,1.258157051293215,
2024-02-09,MTL,Millat Tractors Limited,561.87,3.359600306280497,
