Date,SYMBOL,COMPANY,PRICE,IDX WT %,VOLUME
2024-01-08,CHCC,Cherat Cement Company Limited,163.79,1.310514258036661,
2024-01-08,DGKC,D. G. Khan Cement Co. Ltd.,78.39,1.178594147581146,
2024-01-08,EFERT,Engro Fertilizers Limited,121.54,5.012470139608294,
2024-01-08,ENGRO,Engro Corporation Limited.,314.88,5.798672449608154,
2024-01-08,EPCL,Engro Polymer & Chemicals Ltd.,47.65,0.7431415984747783,
2024-01-08,FCCL,Fauji Cement Company Limited,19.35,1.140147183346047,
2024-01-08,FFC,Fauji Fertilizer Company Limited,118.71,5.701115622188039,
2024-01-08,HBL,Habib Bank Limited,116.36,4.685884268622984,
2024-01-08,HUBC,The Hub Power Company Limited,120.37,8.037344790702006,
2024-01-08,KAPCO,Kot Addu Power Company.,29.52,0.9243938832043428,
2024-01-08,LUCK,Lucky Cement Limited.,786.81,4.746791464883986,
2024-01-08,MARI,Mari Petroleum Company Ltd.,2116.41,3.875566344010234,
2024-01-08,MCB,MCB Bank Limited,175.18,4.98694196954559,
2024-01-08,MEBL,Meezan Bank Limited,162.73,5.001566162145631,
2024-01-08,MLCF,Maple Leaf Cement Factory Ltd.,39.93,1.323710660295336,
2024-01-08,MTL,Millat Tractors Limited,582.76,3.452138788694513,
2024-01-08,OGDC,Oil & Gas Development Company Limited,123.38,5.463106216665192,
2024-01-08,PIOC,Pioneer Cement Limited,119.75,0.9334635592513624,
2024-01-08,POL,Pakistan Oilfields Limited,430.48,3.836798678084478,
2024-01-08,PPL,Pakistan Petroleum Limited.,125.08,5.733900552273862,
2024-01-08,PSO,Pakistan State Oil Co Ltd.,178.87,2.593595986935203,
2024-01-08,SNGP,Sui Northern Gas Pipelines Limited,76.73,1.502992342501291,
2024-01-08,SYS,Systems Limited,428.91,5.12675517680959,
2024-01-08,TRG,TRG Pakistan Ltd.,82.48,2.161204184892319,
2024-01-08,UBL,United Bank Limited,179.42,6.030001490752032,
2024-01-09,APL,Attock Petroleum Limited,378.0,0.8075914262334463,
2024-01-09,ATRL,Attock Refinery Limited,331.74,0.9717731407932158,
2024-01-09,AVN,Avanceon Limited.,56.09,0.4349327273603292,
2024-01-09,BAFL,Bank Alfalah Limited,49.09,2.393130414141948,
2024-01-09,BAHL,Bank Al-Habib Ltd.,83.67,4.15190211354399,
2024-01-09,CHCC,Cherat Cement Company Limited,161.9,1.296413264478587,
2024-01-09,DGKC,D. G. Khan Cement Co. Ltd.,78.22,1.176965349565858,
2024-01-09,EFERT,Engro Fertilizers Limited,123.46,5.095667581813709,
2024-01-09,ENGRO,Engro Corporation Limited.,319.09,5.880834322353071,
2024-01-09,EPCL,Engro Polymer & Chemicals Ltd.,47.98,0.748878152325183,
2024-01-09,FCCL,Fauji Cement Company Limited,19.3,1.138097601634484,
2024-01-09,FFC,Fauji Fertilizer Company Limited,118.83,5.71137782193024,
2024-01-09,HBL,Habib Bank Limited,115.58,4.658142665421661,
2024-01-09,HUBC,The Hub Power Company Limited,120.27,8.036998727661302,
2024-01-09,KAPCO,Kot Addu Power Company.,29.29,0.917914713570564,
2024-01-09,LUCK,Lucky Cement Limited.,784.94,4.739243167151233,
2024-01-09,MARI,Mari Petroleum Company Ltd.,2105.4,3.858444335955551,
2024-01-09,MCB,MCB Bank Limited,175.02,4.986315128539248,
2024-01-09,MEBL,Meezan Bank Limited,161.34,4.962753406086427,
2024-01-09,MLCF,Maple Leaf Cement Factory Ltd.,39.58,1.313142313471014,
2024-01-09,MTL,Millat Tractors Limited,579.97,3.438319990536778,
2024-01-09,OGDC,Oil & Gas Development Company Limited,122.51,5.428860324487291,
2024-01-09,PIOC,Pioneer Cement Limited,118.63,0.9254620757821324,
2024-01-09,POL,Pakistan Oilfields Limited,429.93,3.834917568744457,
2024-01-09,PPL,Pakistan Petroleum Limited.,125.41,5.753560728597199,
2024-01-09,PSO,Pakistan State Oil Co Ltd.,176.74,2.56473157761507,
2024-01-09,SNGP,Sui Northern Gas Pipelines Limited,76.67,1.503001045809688,
2024-01-09,SYS,Systems Limited,424.96,5.083545439470613,
2024-01-09,TRG,TRG Pakistan Ltd.,81.82,2.145600553271806,
2024-01-09,UBL,United Bank Limited,179.62,6.041482321653907,
2024-01-10,APL,Attock Petroleum Limited,377.91,0.8117440520705386,
2024-01-10,ATRL,Attock Refinery Limited,332.09,0.978033386653826,
2024-01-10,AVN,Avanceon Limited.,56.09,0.437273259129198,
2024-01-10,BAFL,Bank Alfalah Limited,48.94,2.398656892998187,
2024-01-10,BAHL,Bank Al-Habib Ltd.,81.74,4.077958497376186,
2024-01-10,CHCC,Cherat Cement Company Limited,162.06,1.304677831108517,
2024-01-10,DGKC,D. G. Khan Cement Co. Ltd.,76.58,1.158489385033743,
2024-01-10,EFERT,Engro Fertilizers Limited,121.78,5.053376043449272,
2024-01-10,ENGRO,Engro Corporation Limited.,313.55,5.809829491166845,
2024-01-10,EPCL,Engro Polymer & Chemicals Ltd.,47.93,0.7521235327941415,
2024-01-10,FCCL,Fauji Cement Company Limited,19.37,1.148372148682682,
2024-01-10,FFC,Fauji Fertilizer Company Limited,118.29,5.716018907314377,
2024-01-10,HBL,Habib Bank Limited,115.04,4.661329460210962,
2024-01-10,HUBC,The Hub Power Company Limited,119.9,8.05539058211427,
2024-01-10,KAPCO,Kot Addu Power Company.,29.27,0.9222241979330158,
2024-01-10,LUCK,Lucky Cement Limited.,780.77,4.739434009467921,
2024-01-10,MARI,Mari Petroleum Company Ltd.,2097.11,3.863933674770283,
2024-01-10,MCB,MCB Bank Limited,175.37,5.023173461283474,
2024-01-10,MEBL,Meezan Bank Limited,157.72,4.877510838380337,
2024-01-10,MLCF,Maple Leaf Cement Factory Ltd.,39.33,1.311869948459091,
2024-01-10,MTL,Millat Tractors Limited,578.89,3.450385669994216,
2024-01-10,OGDC,Oil & Gas Development Company Limited,122.67,5.465203335969078,
2024-01-10,PIOC,Pioneer Cement Limited,117.25,0.9196186682122688,
2024-01-10,POL,Pakistan Oilfields Limited,428.5,3.842730611555008,
2024-01-10,PPL,Pakistan Petroleum Limited.,126.63,5.840795107657422,
2024-01-10,PSO,Pakistan State Oil Co Ltd.,176.15,2.569925579159863,
2024-01-10,SNGP,Sui Northern Gas Pipelines Limited,76.56,1.508921252770055,
2024-01-10,SYS,Systems Limited,424.24,5.102242569107366,
2024-01-10,TRG,TRG Pakistan Ltd.,81.9,2.159255976401727,
2024-01-10,UBL,United Bank Limited,178.6,6.039501628776131,
2024-01-11,APL,Attock Petroleum Limited,379.96,0.8071215031280132,
2024-01-11,ATRL,Attock Refinery Limited,331.89,0.9666346461765492,
2024-01-11,AVN,Avanceon Limited.,56.1,0.4325144768913755,
2024-01-11,BAFL,Bank Alfalah Limited,48.59,2.355165181963319,
2024-01-11,BAHL,Bank Al-Habib Ltd.,81.46,4.019045118741214,
2024-01-11,CHCC,Cherat Cement Company Limited,162.04,1.290089946181277,
2024-01-11,DGKC,D. G. Khan Cement Co. Ltd.,77.47,1.158992326499847,
2024-01-11,EFERT,Engro Fertilizers Limited,121.45,4.983947677958469,
2024-01-11,ENGRO,Engro Corporation Limited.,309.69,5.674845883432162,
2024-01-11,EPCL,Engro Polymer & Chemicals Ltd.,47.6,0.7386845385078058,
2024-01-11,FCCL,Fauji Cement Company Limited,19.6,1.149157112847301,
2024-01-11,FFC,Fauji Fertilizer Company Limited,118.65,5.670008046951189,
2024-01-11,HBL,Habib Bank Limited,117.42,4.705148236871769,
2024-01-11,HUBC,The Hub Power Company Limited,120.84,8.028759413941604,
2024-01-11,KAPCO,Kot Addu Power Company.,29.47,0.9182569722154218,
2024-01-11,LUCK,Lucky Cement Limited.,789.85,4.741527711853917,
2024-01-11,MARI,Mari Petroleum Company Ltd.,2254.39,4.107785986790399,
2024-01-11,MCB,MCB Bank Limited,175.17,4.961956028774382,
2024-01-11,MEBL,Meezan Bank Limited,159.23,4.869750127563254,
2024-01-11,MLCF,Maple Leaf Cement Factory Ltd.,39.94,1.317483562773971,
2024-01-11,MTL,Millat Tractors Limited,579.78,3.417473312189731,
2024-01-11,OGDC,Oil & Gas Development Company Limited,127.06,5.598183350739379,
2024-01-11,PIOC,Pioneer Cement Limited,117.09,0.9082074106650186,
2024-01-11,POL,Pakistan Oilfields Limited,429.98,3.81335886019984,
2024-01-11,PPL,Pakistan Petroleum Limited.,132.63,6.049889497307268,
2024-01-11,PSO,Pakistan State Oil Co Ltd.,179.95,2.596330997181357,
2024-01-11,SNGP,Sui Northern Gas Pipelines Limited,78.03,1.520885661400859,
2024-01-11,SYS,Systems Limited,424.54,5.049384134481641,
2024-01-11,TRG,TRG Pakistan Ltd.,82.01,2.138244424474938,
2024-01-11,UBL,United Bank Limited,179.75,6.011167851296733,
2024-01-12,APL,Attock Petroleum Limited,379.8,0.8048673190497854,
2024-01-12,ATRL,Attock Refinery Limited,332.72,0.9667526956249572,
2024-01-12,AVN,Avanceon Limited.,55.94,0.4302575933489981,
2024-01-12,BAFL,Bank Alfalah Limited,48.99,2.368918976880272,
2024-01-12,BAHL,Bank Al-Habib Ltd.,82.34,4.052822961642959,
2024-01-12,CHCC,Cherat Cement Company Limited,159.88,1.269872710077016,
2024-01-12,DGKC,D. G. Khan Cement Co. Ltd.,76.99,1.149078287839467,
2024-01-12,EFERT,Engro Fertilizers Limited,123.24,5.045403908227573,
2024-01-12,ENGRO,Engro Corporation Limited.,310.8,5.681672463722159,
2024-01-12,EPCL,Engro Polymer & Chemicals Ltd.,47.13,0.7296553820712995,
2024-01-12,FCCL,Fauji Cement Company Limited,19.65,1.149354994129482,
2024-01-12,FFC,Fauji Fertilizer Company Limited,118.01,5.626042873829639,
2024-01-12,HBL,Habib Bank Limited,118.47,4.735958818389144,
2024-01-12,HUBC,The Hub Power Company Limited,119.72,7.93547138945336,
2024-01-12,KAPCO,Kot Addu Power Company.,29.4,0.9139022015091802,
2024-01-12,LUCK,Lucky Cement Limited.,788.06,4.719557149427644,
2024-01-12,MARI,Mari Petroleum Company Ltd.,2319.26,4.215960098551616,
2024-01-12,MCB,MCB Bank Limited,175.39,4.956399492818996,
2024-01-12,MEBL,Meezan Bank Limited,160.9,4.909147951201986,
2024-01-12,MLCF,Maple Leaf Cement Factory Ltd.,39.55,1.301523239849094,
2024-01-12,MTL,Millat Tractors Limited,580.07,3.411069761288997,
2024-01-12,OGDC,Oil & Gas Development Company Limited,127.53,5.605558914309773,
2024-01-12,PIOC,Pioneer Cement Limited,116.46,0.9011774489570172,
2024-01-12,POL,Pakistan Oilfields Limited,429.66,3.801479388095247,
2024-01-12,PPL,Pakistan Petroleum Limited.,133.79,6.088322102537793,
2024-01-12,PSO,Pakistan State Oil Co Ltd.,181.41,2.611185497720093,
2024-01-12,SNGP,Sui Northern Gas Pipelines Limited,77.12,1.499582189997068,
2024-01-12,SYS,Systems Limited,422.44,5.012485437203453,
2024-01-12,TRG,TRG Pakistan Ltd.,80.54,2.09493453425573,
2024-01-12,UBL,United Bank Limited,180.19,6.011584217990204,
2024-01-15,APL,Attock Petroleum Limited,374.95,0.7976290665846681,
2024-01-15,ATRL,Attock Refinery Limited,328.81,0.9590467593354152,
2024-01-15,AVN,Avanceon Limited.,55.55,0.4288924740763219,
2024-01-15,BAFL,Bank Alfalah Limited,48.37,2.347886699533493,
2024-01-15,BAHL,Bank Al-Habib Ltd.,81.94,4.048564014989945,
2024-01-15,CHCC,Cherat Cement Company Limited,157.88,1.258784680874734,
2024-01-15,DGKC,D. G. Khan Cement Co. Ltd.,73.88,1.10687981165932,
2024-01-15,EFERT,Engro Fertilizers Limited,120.22,4.940594993493498,
2024-01-15,ENGRO,Engro Corporation Limited.,309.99,5.688544353569292,
2024-01-15,EPCL,Engro Polymer & Chemicals Ltd.,46.09,0.7162841469485367,
2024-01-15,FCCL,Fauji Cement Company Limited,19.15,1.124394445491496,
2024-01-15,FFC,Fauji Fertilizer Company Limited,118.09,5.65139457462382,
2024-01-15,HBL,Habib Bank Limited,117.75,4.725184006808237,
2024-01-15,HUBC,The Hub Power Company Limited,121.67,8.09557705363851,
2024-01-15,KAPCO,Kot Addu Power Company.,29.76,0.9286319050355196,
2024-01-15,LUCK,Lucky Cement Limited.,779.92,4.688676866070294,
2024-01-15,MARI,Mari Petroleum Company Ltd.,2303.31,4.202983914348525,
2024-01-15,MCB,MCB Bank Limited,176.21,4.99862213090312,
2024-01-15,MEBL,Meezan Bank Limited,161.26,4.938954361296112,
2024-01-15,MLCF,Maple Leaf Cement Factory Ltd.,38.49,1.271486142116158,
2024-01-15,MTL,Millat Tractors Limited,575.01,3.394250373434593,
2024-01-15,OGDC,Oil & Gas Development Company Limited,130.29,5.748783143624708,
2024-01-15,PIOC,Pioneer Cement Limited,115.57,0.8977117788939294,
2024-01-15,POL,Pakistan Oilfields Limited,429.18,3.81175933061524,
2024-01-15,PPL,Pakistan Petroleum Limited.,132.12,6.035327098730572,
2024-01-15,PSO,Pakistan State Oil Co Ltd.,183.58,2.652529044034981,
2024-01-15,SNGP,Sui Northern Gas Pipelines Limited,75.76,1.478772956244107,
2024-01-15,SYS,Systems Limited,417.6,4.974012365560124,
2024-01-15,TRG,TRG Pakistan Ltd.,79.15,2.066655226120115,
2024-01-15,UBL,United Bank Limited,179.79,6.021186281344618,
2024-01-16,APL,Attock Petroleum Limited,374.03,0.8028440463156008,
2024-01-16,ATRL,Attock Refinery Limited,335.41,0.9871153641661974,
2024-01-16,AVN,Avanceon Limited.,54.88,0.427538869927308,
2024-01-16,BAFL,Bank Alfalah Limited,48.92,2.395987988608427,
2024-01-16,BAHL,Bank Al-Habib Ltd.,82.15,4.095526673348391,
2024-01-16,CHCC,Cherat Cement Company Limited,156.23,1.256857103455946,
2024-01-16,DGKC,D. G. Khan Cement Co. Ltd.,74.19,1.121543417345868,
2024-01-16,EFERT,Engro Fertilizers Limited,119.38,4.95029687479668,
2024-01-16,ENGRO,Engro Corporation Limited.,306.35,5.672421430840606,
2024-01-16,EPCL,Engro Polymer & Chemicals Ltd.,45.83,0.7186635665811992,
2024-01-16,FCCL,Fauji Cement Company Limited,18.96,1.123273171403385,
2024-01-16,FFC,Fauji Fertilizer Company Limited,117.83,5.689780668539274,
2024-01-16,HBL,Habib Bank Limited,116.62,4.722021787577756,
2024-01-16,HUBC,The Hub Power Company Limited,119.54,8.025547955657668,
2024-01-16,KAPCO,Kot Addu Power Company.,29.97,0.943614393239378,
2024-01-16,LUCK,Lucky Cement Limited.,772.46,4.685688194661211,
2024-01-16,MARI,Mari Petroleum Company Ltd.,2319.35,4.270402052969361,
2024-01-16,MCB,MCB Bank Limited,175.0,5.009045136250878,
2024-01-16,MEBL,Meezan Bank Limited,160.09,4.947316583568863,
2024-01-16,MLCF,Maple Leaf Cement Factory Ltd.,38.1,1.269947699588041,
2024-01-16,MTL,Millat Tractors Limited,566.85,3.376243552352857,
2024-01-16,OGDC,Oil & Gas Development Company Limited,126.42,5.628306870448506,
2024-01-16,PIOC,Pioneer Cement Limited,114.3,0.8958497579601484,
2024-01-16,POL,Pakistan Oilfields Limited,430.06,3.854004231712372,
2024-01-16,PPL,Pakistan Petroleum Limited.,126.65,5.837603340324332,
2024-01-16,PSO,Pakistan State Oil Co Ltd.,179.68,2.619579971536634,
2024-01-16,SNGP,Sui Northern Gas Pipelines Limited,74.3,1.46334755859639,
2024-01-16,SYS,Systems Limited,420.1,5.048893293202333,
2024-01-16,TRG,TRG Pakistan Ltd.,79.65,2.098456792837347,
2024-01-16,UBL,United Bank Limited,179.4,6.062281652187041,
2024-01-17,APL,Attock Petroleum Limited,381.99,0.8205757989923369,
2024-01-17,ATRL,Attock Refinery Limited,324.99,0.9572025777936388,
2024-01-17,AVN,Avanceon Limited.,54.52,0.4250688754838641,
2024-01-17,BAFL,Bank Alfalah Limited,49.16,2.409639196534517,
2024-01-17,BAHL,Bank Al-Habib Ltd.,82.18,4.100249502236136,
2024-01-17,CHCC,Cherat Cement Company Limited,154.85,1.246736394751436,
2024-01-17,DGKC,D. G. Khan Cement Co. Ltd.,72.61,1.098522895737057,
2024-01-17,EFERT,Engro Fertilizers Limited,122.62,5.088654192679899,
2024-01-17,ENGRO,Engro Corporation Limited.,316.16,5.858676040291561,
2024-01-17,EPCL,Engro Polymer & Chemicals Ltd.,46.16,0.7244084839717579,
2024-01-17,FCCL,Fauji Cement Company Limited,18.66,1.106370657739521,
2024-01-17,FFC,Fauji Fertilizer Company Limited,117.08,5.658017913709478,
2024-01-17,HBL,Habib Bank Limited,115.42,4.67711422192067,
2024-01-17,HUBC,The Hub Power Company Limited,117.23,7.876661178334675,
2024-01-17,KAPCO,Kot Addu Power Company.,29.9,0.9422061146640558,
2024-01-17,LUCK,Lucky Cement Limited.,762.97,4.631768066129413,
2024-01-17,MARI,Mari Petroleum Company Ltd.,2348.37,4.327239722124791,
2024-01-17,MCB,MCB Bank Limited,175.96,5.040490567750076,
2024-01-17,MEBL,Meezan Bank Limited,164.39,5.084202614955668,
2024-01-17,MLCF,Maple Leaf Cement Factory Ltd.,37.86,1.262942058389308,
2024-01-17,MTL,Millat Tractors Limited,556.32,3.316135339447326,
2024-01-17,OGDC,Oil & Gas Development Company Limited,126.39,5.63140358299242,
2024-01-17,PIOC,Pioneer Cement Limited,115.54,0.8156536393891097,
2024-01-17,POL,Pakistan Oilfields Limited,432.45,3.878610459838681,
2024-01-17,PPL,Pakistan Petroleum Limited.,123.63,5.703635897209261,
2024-01-17,PSO,Pakistan State Oil Co Ltd.,178.42,2.603259213117512,
2024-01-17,SNGP,Sui Northern Gas Pipelines Limited,73.82,1.455039124105793,
2024-01-17,SYS,Systems Limited,416.54,5.027674557794214,
2024-01-17,TRG,TRG Pakistan Ltd.,77.37,2.039993599873018,
2024-01-17,UBL,United Bank Limited,183.09,6.191847512042808,
2024-01-18,APL,Attock Petroleum Limited,382.42,0.8259018638496481,
2024-01-18,ATRL,Attock Refinery Limited,322.38,0.9546036512397118,
2024-01-18,AVN,Avanceon Limited.,53.81,0.4217815607447228,
2024-01-18,BAFL,Bank Alfalah Limited,48.75,2.402347915082063,
2024-01-18,BAHL,Bank Al-Habib Ltd.,81.43,4.084601767853866,
2024-01-18,CHCC,Cherat Cement Company Limited,153.84,1.245242221852853,
2024-01-18,DGKC,D. G. Khan Cement Co. Ltd.,71.73,1.091024857924844,
2024-01-18,EFERT,Engro Fertilizers Limited,121.45,5.067109443425487,
2024-01-18,ENGRO,Engro Corporation Limited.,318.16,5.927332329863662,
2024-01-18,EPCL,Engro Polymer & Chemicals Ltd.,47.24,0.7453302627224907,
2024-01-18,FCCL,Fauji Cement Company Limited,18.71,1.115280055723304,
2024-01-18,FFC,Fauji Fertilizer Company Limited,116.76,5.672791599372146,
2024-01-18,HBL,Habib Bank Limited,114.65,4.670808950754211,
2024-01-18,HUBC,The Hub Power Company Limited,115.97,7.83375879024759,
2024-01-18,KAPCO,Kot Addu Power Company.,29.5,0.9345830163456904,
2024-01-18,LUCK,Lucky Cement Limited.,751.13,4.584327005945399,
2024-01-18,MARI,Mari Petroleum Company Ltd.,2349.18,4.351929634222811,
2024-01-18,MCB,MCB Bank Limited,176.31,5.077581898609439,
2024-01-18,MEBL,Meezan Bank Limited,164.22,5.106162602904095,
2024-01-18,MLCF,Maple Leaf Cement Factory Ltd.,38.18,1.280441906342289,
2024-01-18,MTL,Millat Tractors Limited,539.03,3.230291010347951,
2024-01-18,OGDC,Oil & Gas Development Company Limited,124.21,5.563929767194068,
2024-01-18,PIOC,Pioneer Cement Limited,114.92,0.8156243275930795,
2024-01-18,POL,Pakistan Oilfields Limited,437.68,3.94655448751063,
2024-01-18,PPL,Pakistan Petroleum Limited.,122.14,5.665092150512402,
2024-01-18,PSO,Pakistan State Oil Co Ltd.,178.99,2.625571113432444,
2024-01-18,SNGP,Sui Northern Gas Pipelines Limited,73.13,1.449163350699592,
2024-01-18,SYS,Systems Limited,413.85,5.021974964722327,
2024-01-18,TRG,TRG Pakistan Ltd.,77.69,2.059408344125876,
2024-01-18,UBL,United Bank Limited,183.22,6.229449148835307,
2024-01-19,APL,Attock Petroleum Limited,383.63,0.8271604283035906,
2024-01-19,ATRL,Attock Refinery Limited,318.73,0.942252463340882,
2024-01-19,AVN,Avanceon Limited.,53.36,0.41757044939819,
2024-01-19,BAFL,Bank Alfalah Limited,48.46,2.38415250314659,
2024-01-19,BAHL,Bank Al-Habib Ltd.,80.63,4.037860255345383,
2024-01-19,CHCC,Cherat Cement Company Limited,152.43,1.231811784675644,
2024-01-19,DGKC,D. G. Khan Cement Co. Ltd.,72.43,1.099870714652481,
2024-01-19,EFERT,Engro Fertilizers Limited,121.22,5.049244298159396,
2024-01-19,ENGRO,Engro Corporation Limited.,323.52,6.017334747055824,
2024-01-19,EPCL,Engro Polymer & Chemicals Ltd.,47.02,0.7406462524250773,
2024-01-19,FCCL,Fauji Cement Company Limited,18.75,1.115837002435546,
2024-01-19,FFC,Fauji Fertilizer Company Limited,117.75,5.711537035967691,
2024-01-19,HBL,Habib Bank Limited,114.63,4.662358620979886,
2024-01-19,HUBC,The Hub Power Company Limited,116.34,7.845903023666311,
2024-01-19,KAPCO,Kot Addu Power Company.,29.51,0.9333712439331472,
2024-01-19,LUCK,Lucky Cement Limited.,749.47,4.566716723961365,
2024-01-19,MARI,Mari Petroleum Company Ltd.,2375.37,4.393252609706558,
2024-01-19,MCB,MCB Bank Limited,177.53,5.104357491612536,
2024-01-19,MEBL,Meezan Bank Limited,164.86,5.117681180058634,
2024-01-19,MLCF,Maple Leaf Cement Factory Ltd.,38.15,1.277343893401445,
2024-01-19,MTL,Millat Tractors Limited,545.44,3.263360364801323,
2024-01-19,OGDC,Oil & Gas Development Company Limited,124.21,5.554832628935609,
2024-01-19,PIOC,Pioneer Cement Limited,115.11,0.8156370517466707,
2024-01-19,POL,Pakistan Oilfields Limited,437.51,3.938571409369328,
2024-01-19,PPL,Pakistan Petroleum Limited.,122.28,5.662312466630461,
2024-01-19,PSO,Pakistan State Oil Co Ltd.,179.3,2.625818148820652,
2024-01-19,SNGP,Sui Northern Gas Pipelines Limited,71.29,1.410391630290862,
2024-01-19,SYS,Systems Limited,412.68,4.999589465048579,
2024-01-19,TRG,TRG Pakistan Ltd.,77.42,2.048895705397892,
2024-01-19,UBL,United Bank Limited,182.78,6.204328406732444,
2024-01-22,APL,Attock Petroleum Limited,388.52,0.8250594930623038,
2024-01-22,ATRL,Attock Refinery Limited,323.17,0.9409576446243878,
2024-01-22,AVN,Avanceon Limited.,53.56,0.4128090429419252,
2024-01-22,BAFL,Bank Alfalah Limited,49.38,2.392744934474007,
2024-01-22,BAHL,Bank Al-Habib Ltd.,84.73,4.179136237119871,
2024-01-22,CHCC,Cherat Cement Company Limited,150.33,1.196504290890535,
2024-01-22,DGKC,D. G. Khan Cement Co. Ltd.,72.08,1.078034424650216,
2024-01-22,EFERT,Engro Fertilizers Limited,122.12,5.009952376877544,
2024-01-22,ENGRO,Engro Corporation Limited.,322.73,5.912036057599204,
2024-01-22,EPCL,Engro Polymer & Chemicals Ltd.,47.07,0.7302424931684001,
2024-01-22,FCCL,Fauji Cement Company Limited,18.44,1.080824303259899,
2024-01-22,FFC,Fauji Fertilizer Company Limited,118.93,5.681698685683452,
2024-01-22,HBL,Habib Bank Limited,115.0,4.606805976359436,
2024-01-22,HUBC,The Hub Power Company Limited,118.12,7.84570568856256,
2024-01-22,KAPCO,Kot Addu Power Company.,30.24,0.9420234022877224,
2024-01-22,LUCK,Lucky Cement Limited.,750.65,4.50486733975988,
2024-01-22,MARI,Mari Petroleum Company Ltd.,2428.65,4.423994091422433,
2024-01-22,MCB,MCB Bank Limited,178.13,5.044302189881282,
2024-01-22,MEBL,Meezan Bank Limited,164.92,5.04226835279753,
2024-01-22,MLCF,Maple Leaf Cement Factory Ltd.,38.22,1.260371791048475,
2024-01-22,MTL,Millat Tractors Limited,542.01,3.193890685423364,
2024-01-22,OGDC,Oil & Gas Development Company Limited,133.53,5.881498126675782,
2024-01-22,PIOC,Pioneer Cement Limited,114.82,0.8013018265272789,
2024-01-22,POL,Pakistan Oilfields Limited,438.4,3.887012913115629,
2024-01-22,PPL,Pakistan Petroleum Limited.,131.01,5.974994999192169,
2024-01-22,PSO,Pakistan State Oil Co Ltd.,185.19,2.671139599438077,
2024-01-22,SNGP,Sui Northern Gas Pipelines Limited,75.2,1.465290202893371,
2024-01-22,SYS,Systems Limited,412.75,4.924959939971545,
2024-01-22,TRG,TRG Pakistan Ltd.,76.87,2.003633407023783,
2024-01-22,UBL,United Bank Limited,182.04,6.085939483267937,
2024-01-23,APL,Attock Petroleum Limited,384.07,0.8099496894932078,
2024-01-23,ATRL,Attock Refinery Limited,332.26,0.9607112353449326,
2024-01-23,AVN,Avanceon Limited.,54.7,0.4186698941301866,
2024-01-23,BAFL,Bank Alfalah Limited,49.98,2.405012533326332,
2024-01-23,BAHL,Bank Al-Habib Ltd.,87.58,4.289730767726705,
2024-01-23,CHCC,Cherat Cement Company Limited,151.15,1.194682567856238,
2024-01-23,DGKC,D. G. Khan Cement Co. Ltd.,73.7,1.094614284966193,
2024-01-23,EFERT,Engro Fertilizers Limited,127.24,5.183776096256516,
2024-01-23,ENGRO,Engro Corporation Limited.,325.98,5.930133411546713,
2024-01-23,EPCL,Engro Polymer & Chemicals Ltd.,47.02,0.7244047676182241,
2024-01-23,FCCL,Fauji Cement Company Limited,18.83,1.096024537680226,
2024-01-23,FFC,Fauji Fertilizer Company Limited,119.31,5.660299318294491,
2024-01-23,HBL,Habib Bank Limited,116.01,4.615016735995223,
2024-01-23,HUBC,The Hub Power Company Limited,118.01,7.78400591040393,
2024-01-23,KAPCO,Kot Addu Power Company.,30.21,0.934558308085322,
2024-01-23,LUCK,Lucky Cement Limited.,741.32,4.418003003010843,
2024-01-23,MARI,Mari Petroleum Company Ltd.,2502.66,4.527174461974097,
2024-01-23,MCB,MCB Bank Limited,178.18,5.010704078802503,
2024-01-23,MEBL,Meezan Bank Limited,168.28,5.10929413217968,
2024-01-23,MLCF,Maple Leaf Cement Factory Ltd.,38.47,1.25981260789113,
2024-01-23,MTL,Millat Tractors Limited,536.42,3.139015662370217,
2024-01-23,OGDC,Oil & Gas Development Company Limited,136.5,5.970593965667955,
2024-01-23,PIOC,Pioneer Cement Limited,115.69,0.8017707041145476,
2024-01-23,POL,Pakistan Oilfields Limited,437.98,3.856341530251111,
2024-01-23,PPL,Pakistan Petroleum Limited.,126.67,5.736970838491367,
2024-01-23,PSO,Pakistan State Oil Co Ltd.,181.42,2.598603320034275,
2024-01-23,SNGP,Sui Northern Gas Pipelines Limited,73.84,1.428806000999211,
2024-01-23,SYS,Systems Limited,409.63,4.853814202421534,
2024-01-23,TRG,TRG Pakistan Ltd.,80.18,2.075406665951143,
2024-01-23,UBL,United Bank Limited,184.1,6.112098767115947,
2024-01-24,APL,Attock Petroleum Limited,412.88,0.8645612283669422,
2024-01-24,ATRL,Attock Refinery Limited,332.76,0.9553668686397198,
2024-01-24,AVN,Avanceon Limited.,54.28,0.4125233129304845,
2024-01-24,BAFL,Bank Alfalah Limited,51.3,2.451109475684636,
2024-01-24,BAHL,Bank Al-Habib Ltd.,89.18,4.33727355810107,
2024-01-24,CHCC,Cherat Cement Company Limited,154.78,1.214740382146377,
2024-01-24,DGKC,D. G. Khan Cement Co. Ltd.,75.72,1.116679338238764,
2024-01-24,EFERT,Engro Fertilizers Limited,127.26,5.148002448351373,
2024-01-24,ENGRO,Engro Corporation Limited.,325.85,5.885935320617828,
2024-01-24,EPCL,Engro Polymer & Chemicals Ltd.,48.13,0.736272853768871,
2024-01-24,FCCL,Fauji Cement Company Limited,18.97,1.096381098331174,
