as_of_date,trading_date,symbol,company,closing_price,current_weight_pct,free_float_shares,ord_shares,free_float_pct,free_float_market_cap,avg_volume_6m,trading_days_ratio,listing_days_in_sample,is_defaulter_unknown,is_suspended_unknown,is_cdc_eligible_unknown,impact_cost_avg_6m_unknown,elig_listing_age,elig_free_float_min,elig_trading_ratio,elig_defaulter,elig_suspension,elig_cdc,elig_impact_cost,eligible,score_ff_mcap,score_liquidity_proxy,final_score,rank,is_constituent,n_constituents
2024-12-31,2024-12-31,MTL,Millat Tractors Limited,621.29,2.131262784143813,86309203.0,86309203.0,1.0,53623044731.87,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.14932553098996032,1.0,0.5746627654949802,18.0,True,25
2024-12-31,2024-12-31,SNGP,Sui Northern Gas Pipelines Limited,111.94,1.269758115502039,285397499.0,285397499.0,1.0,31947396038.06,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.07817807370723762,1.0,0.5390890368536188,19.0,True,25
2024-12-31,2024-12-31,ATRL,Attock Refinery Limited,711.32,1.205685244452275,42646500.0,42646500.0,1.0,30335308380.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.07288660864392985,1.0,0.536443304321965,20.0,True,25
2024-12-31,2024-12-31,SEARL,The Searle Company Ltd.,104.46,1.06180914437798,255747212.0,255747212.0,1.0,26715353765.52,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.06100458518353577,1.0,0.5305022925917678,21.0,True,25
2024-12-31,2024-12-31,DGKC,D. G. Khan Cement Co. Ltd.,104.92,0.9134946804100844,219059559.0,219059559.0,1.0,22983728930.28,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.048756018955563835,1.0,0.5243780094777819,22.0,True,25
2024-12-31,2024-12-31,MLCF,Maple Leaf Cement Factory Ltd.,45.94,0.8607341317096756,471403174.0,471403174.0,1.0,21656261813.56,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.044398783270708585,1.0,0.5221993916353543,23.0,True,25
2024-12-31,2024-12-31,PRL,Pakistan Refinery Limited,44.32,0.4002606143778745,227225765.0,227225765.0,1.0,10070645904.8,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.00637052747977904,1.0,0.5031852637398895,24.0,True,25
2024-12-31,2024-12-31,NRL,National Refinary Ltd.,309.44,0.3231216782141908,26272664.0,26272664.0,1.0,8129813148.16,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,1.0,0.5,25.0,True,25
2025-06-30,2025-06-30,FFC,Fauji Fertilizer Company Limited,392.41,12.52854778287559,853865218.0,853865218.0,1.0,335065250195.38,,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,True,25
2025-06-30,2025-06-30,UBL,United Bank Limited,275.95,9.04371940390218,876486712.0,876486712.0,1.0,241866508176.4,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7059652705463666,1.0,0.8529826352731833,2.0,True,25
2025-06-30,2025-06-30,ENGROH,Engro Holdings Limited,182.56,6.576231904281205,963385595.0,963385595.0,1.0,175875674223.2,,0.9590163934426229,175,,,,,True,True,True,True,True,True,True,True,0.49776935944815426,1.0,0.7488846797240771,3.0,True,25
2025-06-30,2025-06-30,LUCK,Lucky Cement Limited.,355.24,5.837838619591998,439500000.0,439500000.0,1.0,156127980000.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.43546693129875724,1.0,0.7177334656493786,4.0,True,25
2025-06-30,2025-06-30,MARI,Mari Petroleum Company Ltd.,626.89,5.628584107902055,240124500.0,240124500.0,1.0,150531647805.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4178109416658245,1.0,0.7089054708329122,5.0,True,25
2025-06-30,2025-06-30,MEBL,Meezan Bank Limited,332.05,5.570786996007229,448685179.0,448685179.0,1.0,148985913686.95,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.4129342716232662,1.0,0.7064671358116331,6.0,True,25
2025-06-30,2025-06-30,OGDC,Oil & Gas Development Company Limited,220.56,5.320489240469292,645139260.0,645139260.0,1.0,142291915185.6,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.39181523079000435,1.0,0.6959076153950021,7.0,True,25
2025-06-30,2025-06-30,HUBC,The Hub Power Company Limited,137.81,5.013084316811607,972865790.0,972865790.0,1.0,134070634519.9,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3658777343824971,1.0,0.6829388671912485,8.0,True,25
2025-06-30,2025-06-30,BAHL,Bank Al-Habib Ltd.,157.78,4.589883474567207,777997791.0,777997791.0,1.0,122752491463.98,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.33016987975622736,1.0,0.6650849398781137,9.0,True,25
2025-06-30,2025-06-30,MCB,MCB Bank Limited,288.34,4.471823196218067,414771002.0,414771002.0,1.0,119595070716.68,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.32020846466529646,1.0,0.6601042323326483,10.0,True,25
2025-06-30,2025-06-30,PPL,Pakistan Petroleum Limited.,170.17,4.256568627048442,668967927.0,668967927.0,1.0,113838272137.59,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.30204621616223115,1.0,0.6510231080811155,11.0,True,25
2025-06-30,2025-06-30,EFERT,Engro Fertilizers Limited,185.59,4.169817770995175,600884719.0,600884719.0,1.0,111518194999.21,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.29472655455610997,1.0,0.647363277278055,12.0,True,25
2025-06-30,2025-06-30,HBL,Habib Bank Limited,179.19,3.931258056625075,586741003.0,586741003.0,1.0,105138120327.57,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2745979188113528,1.0,0.6372989594056764,13.0,True,25
2025-06-30,2025-06-30,SYS,Systems Limited,107.14,3.821109818447105,953820238.0,953820238.0,1.0,102192300299.32,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2653040874112553,1.0,0.6326520437056277,14.0,True,25
2025-06-30,2025-06-30,PSO,Pakistan State Oil Co Ltd.,377.53,2.982264949430728,211262985.0,211262985.0,1.0,79758114727.05,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.19452598952757738,1.0,0.5972629947637886,15.0,True,25
2025-06-30,2025-06-30,POL,Pakistan Oilfields Limited,590.17,2.867315750079106,129935268.0,129935268.0,1.0,76683897115.56,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.1848270738116123,1.0,0.5924135369058061,16.0,True,25
2025-06-30,2025-06-30,MTL,Millat Tractors Limited,558.66,1.875465365664951,89782176.0,89782176.0,1.0,50157710444.16,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.10113903304628451,1.0,0.5505695165231422,17.0,True,25
2025-06-30,2025-06-30,MLCF,Maple Leaf Cement Factory Ltd.,84.28,1.485553762801636,471403174.0,471403174.0,1.0,39729859504.72,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0682399802979477,1.0,0.5341199901489738,18.0,True,25
2025-06-30,2025-06-30,FCCL,Fauji Cement Company Limited,44.67,1.433923028565054,858496527.0,858496527.0,1.0,38349039861.09,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.06388360250202932,1.0,0.5319418012510146,19.0,True,25
2025-06-30,2025-06-30,DGKC,D. G. Khan Cement Co. Ltd.,165.56,1.356091429408972,219059559.0,219059559.0,1.0,36267500588.04,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.057316509172875535,1.0,0.5286582545864378,20.0,True,25
2025-06-30,2025-06-30,ATRL,Attock Refinery Limited,679.42,1.083410563733496,42646500.0,42646500.0,1.0,28974885030.0,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.03430887842415831,1.0,0.5171544392120792,21.0,True,25
2025-06-30,2025-06-30,SAZEW,Sazgar Engineering Works Limited,1139.82,0.90166032841816,21156087.0,21156087.0,1.0,24114131084.34,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.01897358053932469,1.0,0.5094867902696624,22.0,True,25
2025-06-30,2025-06-30,SEARL,The Searle Company Ltd.,87.7,0.8386521135323678,255747212.0,255747212.0,1.0,22429030492.4,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.013657220190251198,1.0,0.5068286100951256,23.0,True,25
2025-06-30,2025-06-30,PAEL,Pak Elektron Limited,40.96,0.7780386690062833,508007226.0,508007226.0,1.0,20807975976.96,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.008542920194872267,1.0,0.5042714600974362,24.0,True,25
2025-06-30,2025-06-30,AIRLINK,Air Link Communication Limited,152.64,0.6767900485126606,118580769.0,118580769.0,1.0,18100168580.16,,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,1.0,0.5,25.0,True,25
2025-12-31,2025-12-31,FFC,Fauji Fertilizer Company Limited,590.71,13.52812013144808,853865218.0,853865218.0,1.0,504386722924.78,2917684.3333333335,1.0,182,,,,,True,True,True,True,True,True,True,True,1.0,0.20784813039512565,0.6039240651975628,1.0,True,26
2025-12-31,2025-12-31,PAEL,Pak Elektron Limited,57.34,0.7812704235668075,508007226.0,508007226.0,1.0,29129134338.84,13651603.777777778,1.0,182,,,,,True,True,True,True,True,True,True,True,0.03525145061931463,1.0,0.5176257253096573,2.0,True,26
2025-12-31,2025-12-31,HUBC,The Hub Power Company Limited,221.38,5.391404255876336,908008071.0,908008071.0,1.0,201014826757.98,7451212.666666667,1.0,182,,,,,True,True,True,True,True,True,True,True,0.38417059763189065,0.5424177127125511,0.4632941551722209,3.0,True,26
2025-12-31,2025-12-31,PPL,Pakistan Petroleum Limited.,235.55,4.228348180847182,669289217.0,669289217.0,1.0,157651075064.35,8411947.317460317,1.0,182,,,,,True,True,True,True,True,True,True,True,0.29614440394899105,0.6133189108964328,0.45473165742271193,4.0,True,26
2025-12-31,2025-12-31,UBL,United Bank Limited,424.59,9.98134123975814,876486713.0,876486713.0,1.0,372147493472.67,1093451.7777777778,1.0,182,,,,,True,True,True,True,True,True,True,True,0.7315611410546197,0.07322170274615201,0.40239142190038585,5.0,True,26
2025-12-31,2025-12-31,NBP,National Bank Of Pakistan.,242.18,3.311161206744493,509762924.0,509762924.0,1.0,123454384934.32,7673394.825396826,1.0,182,,,,,True,True,True,True,True,True,True,True,0.22672687545727818,0.5588145203597369,0.39277069790850755,6.0,True,26
2025-12-31,2025-12-31,MLCF,Maple Leaf Cement Factory Ltd.,117.43,1.4847227678979,471403174.0,471403174.0,1.0,55356874722.82,8082152.714285715,1.0,182,,,,,True,True,True,True,True,True,True,True,0.08849241951002472,0.5889804189930328,0.33873641925152875,7.0,True,26
2025-12-31,2025-12-31,OGDC,Oil & Gas Development Company Limited,281.09,4.863765999101847,645139260.0,645139260.0,1.0,181342194593.4,4260181.984126984,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3442361624979919,0.3069230330455977,0.3255795977717948,8.0,True,26
2025-12-31,2025-12-31,FCCL,Fauji Cement Company Limited,55.95,1.288286448951374,858496527.0,858496527.0,1.0,48032880685.65,7901132.53968254,1.0,182,,,,,True,True,True,True,True,True,True,True,0.07362508694610743,0.5756213221141827,0.3246232045301451,9.0,True,26
2025-12-31,2025-12-31,SEARL,The Searle Company Ltd.,119.97,0.8229195350131248,255747212.0,255747212.0,1.0,30681993023.64,7748661.888888889,1.0,182,,,,,True,True,True,True,True,True,True,True,0.03840367417036077,0.5643691498101904,0.30138641199027555,10.0,True,26
2025-12-31,2025-12-31,ENGROH,Engro Holdings Limited,237.27,6.130794846690873,963385595.0,963385595.0,1.0,228582500125.65,1895492.3333333333,1.0,182,,,,,True,True,True,True,True,True,True,True,0.44013156181216256,0.13241144502720642,0.2862715034196845,11.0,True,26
2025-12-31,2025-12-31,MEBL,Meezan Bank Limited,444.38,5.365060533737981,450138663.0,450138663.0,1.0,200032619063.94,1631756.8095238095,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3821767663480283,0.11294804311253441,0.24756240473028135,12.0,True,26
2025-12-31,2025-12-31,LUCK,Lucky Cement Limited.,474.96,5.598732532479161,439500000.0,439500000.0,1.0,208744920000.0,1367048.8253968253,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3998622907703532,0.09341287465791585,0.24663758271413452,13.0,True,26
2025-12-31,2025-12-31,SYS,Systems Limited,170.88,4.040814254037735,881665500.0,881665500.0,1.0,150659000640.0,2902707.5714285714,1.0,182,,,,,True,True,True,True,True,True,True,True,0.28195085118926766,0.20674286125230337,0.2443468562207855,14.0,True,26
2025-12-31,2025-12-31,HBL,Habib Bank Limited,323.41,5.08948323908603,586741003.0,586741003.0,1.0,189757907780.23,1819745.4285714286,1.0,182,,,,,True,True,True,True,True,True,True,True,0.3613196289885643,0.12682140380000298,0.24407051639428362,15.0,True,26
2025-12-31,2025-12-31,PSO,Pakistan State Oil Co Ltd.,474.16,2.98524254004931,234736650.0,234736650.0,1.0,111302729964.0,3820732.523809524,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2020596386014254,0.27449212899521364,0.23827588379831952,16.0,True,26
2025-12-31,2025-12-31,MARI,Mari Petroleum Company Ltd.,715.89,4.61059075058272,240124500.0,240124500.0,1.0,171902728305.0,1323151.5396825396,1.0,182,,,,,True,True,True,True,True,True,True,True,0.325074529675342,0.09017330153375305,0.20762391560454752,17.0,True,26
2025-12-31,2025-12-31,EFERT,Engro Fertilizers Limited,226.35,3.64792132825783,600884719.0,600884719.0,1.0,136010256145.65,1217124.492063492,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2522146505675769,0.0823486178816334,0.16728163422460515,18.0,True,26
2025-12-31,2025-12-31,MCB,MCB Bank Limited,379.38,4.220429239391884,414771002.0,414771002.0,1.0,157355822738.76,555574.2063492064,1.0,182,,,,,True,True,True,True,True,True,True,True,0.2955450568587915,0.033526908497793946,0.16453598267829272,19.0,True,26
2025-12-31,2025-12-31,BAHL,Bank Al-Habib Ltd.,186.64,3.894546511233288,777997791.0,777997791.0,1.0,145205507712.24,484431.7301587302,1.0,182,,,,,True,True,True,True,True,True,True,True,0.27088054002018486,0.028276669215275944,0.1495786046177304,20.0,True,26
2025-12-31,2025-12-31,DGKC,D. G. Khan Cement Co. Ltd.,229.91,1.350808782610497,219059559.0,219059559.0,1.0,50363983209.69,3016497.206349206,1.0,182,,,,,True,True,True,True,True,True,True,True,0.07835710560827464,0.21514041561355676,0.14674876061091569,21.0,True,26
2025-12-31,2025-12-31,POL,Pakistan Oilfields Limited,608.51,2.120754268570561,129941784.0,129941784.0,1.0,79070874981.84,232112.6984126984,1.0,182,,,,,True,True,True,True,True,True,True,True,0.1366306247682996,0.009655792305494395,0.073143208536897,22.0,True,26
2025-12-31,2025-12-31,ATRL,Attock Refinery Limited,683.43,0.7817200269762703,42646500.0,42646500.0,1.0,29145897495.0,1179396.0158730159,1.0,182,,,,,True,True,True,True,True,True,True,True,0.035285478967260676,0.07956429635711357,0.05742488766218712,23.0,True,26
2025-12-31,2025-12-31,SAZEW,Sazgar Engineering Works Limited,1701.9,0.9657021265355828,21156087.0,21156087.0,1.0,36005544465.3,101273.52380952382,1.0,182,,,,,True,True,True,True,True,True,True,True,0.04921021078175089,0.0,0.024605105390875445,24.0,True,26
2025-12-31,2025-12-31,GAL,Ghandhara Automobiles Limited,549.73,0.3361840755265029,22801000.0,22801000.0,1.0,12534393730.0,351440.77777777775,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0015649776113573351,0.01846207799215755,0.010013527801757443,25.0,True,26
2025-12-31,2025-12-31,GHNI,Ghandhara Industries Limited,788.8,0.3155066312111144,14913095.0,14913095.0,1.0,11763449336.0,287456.65079365077,1.0,182,,,,,True,True,True,True,True,True,True,True,0.0,0.013740117288255959,0.006870058644127979,26.0,True,26
